Year,Round,Team1,Team2,Team1_Seed,Team2_Seed,SeedDiff,Team1_AdjEM,Team2_AdjEM,Team1_AdjO,Team2_AdjO,Team1_AdjD,Team2_AdjD,Team1_AdjT,Team2_AdjT,Team1_Luck,Team2_Luck,Team1_SOS,Team2_SOS,Team1_NCSOS,Team2_NCSOS,Team1_KenPomRank,Team2_KenPomRank,Team1_ELO,Team2_ELO,Team1_Q1Wins,Team2_Q1Wins,Team1_Won,Team1_OffenseRating,Team2_OffenseRating,Team1_DefenseRating,Team2_DefenseRating
2018,R32,Texas A&M,Michigan,7,3,4,16.9086,23.1909,111.204,115.9,94.2949,92.7095,69.0256,64.3592,0.0,0.0,0.0,0.0,0.0,0.0,30,10,47,5,6,6,0,6.759062287,11.20616286,10.08796499,10.69681947
2018,R64,Villanova,West Virginia,1,5,-4,31.4091,21.7748,127.384,119.151,95.9749,97.3766,68.277,69.0413,0.0,0.0,0.0,0.0,0.0,0.0,2,13,2,18,10,8,1,20.84256084,12.19485834,9.120006859,9.97322051
2018,R64,West Virginia,Villanova,5,1,4,21.7748,31.4091,119.151,127.384,97.3766,95.9749,69.0413,68.277,0.0,0.0,0.0,0.0,0.0,0.0,13,2,18,2,8,10,0,12.19485834,20.84256084,9.97322051,9.120006859
2018,Round8,Texas Tech,Purdue,3,2,1,21.9424,26.6663,114.03,123.248,92.0873,96.5818,66.5709,67.2291,0.0,0.0,0.0,0.0,0.0,0.0,12,5,23,9,7,6,1,8.035233666,16.76733025,10.99401121,8.333908398
2018,Round8,Purdue,Texas Tech,2,3,-1,26.6663,21.9424,123.248,114.03,96.5818,92.0873,67.2291,66.5709,0.0,0.0,0.0,0.0,0.0,0.0,5,12,9,23,6,7,0,16.76733025,8.035233666,8.333908398,10.99401121
2018,E8,Kansas,Clemson,1,5,-4,23.2388,20.2693,120.933,113.774,97.6938,93.5052,68.4279,65.6205,0.0,0.0,0.0,0.0,0.0,0.0,9,19,7,28,12,4,1,14.79515601,7.496663253,6.709971375,9.440331913
2018,E8,Clemson,Kansas,5,1,4,20.2693,23.2388,113.774,120.933,93.5052,97.6938,65.6205,68.4279,0.0,0.0,0.0,0.0,0.0,0.0,19,9,28,7,4,12,0,7.496663253,14.79515601,9.440331913,6.709971375
2018,Round8,Duke,Syracuse,2,11,-9,29.1348,13.5929,122.602,107.705,93.467,94.1122,70.0021,63.3993,0.0,0.0,0.0,0.0,0.0,0.0,3,54,12,75,6,4,1,16.67680698,2.273100068,11.65475149,9.682660478
2018,Round8,Syracuse,Duke,11,2,9,13.5929,29.1348,107.705,122.602,94.1122,93.467,63.3993,70.0021,0.0,0.0,0.0,0.0,0.0,0.0,54,3,75,12,4,6,0,2.273100068,16.67680698,9.682660478,11.65475149
2018,E8,Loyola Chicago,Kansas St.,11,9,2,15.1402,14.7543,111.331,112.178,96.1911,97.4236,65.3221,65.5437,0.0,0.0,0.0,0.0,0.0,0.0,41,44,14,31,1,4,1,5.487862172,5.163970604,6.614882655,7.381096921
2018,E8,Kansas St.,Loyola Chicago,9,11,-2,14.7543,15.1402,112.178,111.331,97.4236,96.1911,65.5437,65.3221,0.0,0.0,0.0,0.0,0.0,0.0,44,41,31,14,4,1,0,5.163970604,5.487862172,7.381096921,6.614882655
2018,R32,Michigan,Florida St.,3,9,-6,23.1909,15.8239,115.9,115.822,92.7095,99.9984,64.3592,71.6051,0.0,0.0,0.0,0.0,0.0,0.0,10,35,5,58,6,6,1,11.20616286,10.64365008,10.69681947,5.68896564
2018,R32,Florida St.,Michigan,9,3,6,15.8239,23.1909,115.822,115.9,99.9984,92.7095,71.6051,64.3592,0.0,0.0,0.0,0.0,0.0,0.0,35,10,58,5,6,6,0,10.64365008,11.20616286,5.68896564,10.69681947
2018,R64,Villanova,Texas Tech,1,3,-2,31.4091,21.9424,127.384,114.03,95.9749,92.0873,68.277,66.5709,0.0,0.0,0.0,0.0,0.0,0.0,2,12,2,23,10,7,1,20.84256084,8.035233666,9.120006859,10.99401121
2018,R64,Texas Tech,Villanova,3,1,2,21.9424,31.4091,114.03,127.384,92.0873,95.9749,66.5709,68.277,0.0,0.0,0.0,0.0,0.0,0.0,12,2,23,2,7,10,0,8.035233666,20.84256084,10.99401121,9.120006859
2018,E8,Kansas,Duke,1,2,-1,23.2388,29.1348,120.933,122.602,97.6938,93.467,68.4279,70.0021,0.0,0.0,0.0,0.0,0.0,0.0,9,3,7,12,12,6,1,14.79515601,16.67680698,6.709971375,11.65475149
2018,E8,Duke,Kansas,2,1,1,29.1348,23.2388,122.602,120.933,93.467,97.6938,70.0021,68.4279,0.0,0.0,0.0,0.0,0.0,0.0,3,9,12,7,6,12,0,16.67680698,14.79515601,11.65475149,6.709971375
2018,R32,Michigan,Loyola Chicago,3,11,-8,23.1909,15.1402,115.9,111.331,92.7095,96.1911,64.3592,65.3221,0.0,0.0,0.0,0.0,0.0,0.0,10,41,5,14,6,1,1,11.20616286,5.487862172,10.69681947,6.614882655
2018,R32,Loyola Chicago,Michigan,11,3,8,15.1402,23.1909,111.331,115.9,96.1911,92.7095,65.3221,64.3592,0.0,0.0,0.0,0.0,0.0,0.0,41,10,14,5,1,6,0,5.487862172,11.20616286,6.614882655,10.69681947
2018,R64,Villanova,Kansas,1,1,0,31.4091,23.2388,127.384,120.933,95.9749,97.6938,68.277,68.4279,0.0,0.0,0.0,0.0,0.0,0.0,2,9,2,7,10,12,1,20.84256084,14.79515601,9.120006859,6.709971375
2018,R64,Kansas,Villanova,1,1,0,23.2388,31.4091,120.933,127.384,97.6938,95.9749,68.4279,68.277,0.0,0.0,0.0,0.0,0.0,0.0,9,2,7,2,12,10,0,14.79515601,20.84256084,6.709971375,9.120006859
2018,R64,Villanova,Michigan,1,3,-2,31.4091,23.1909,127.384,115.9,95.9749,92.7095,68.277,64.3592,0.0,0.0,0.0,0.0,0.0,0.0,2,10,2,5,10,6,1,20.84256084,11.20616286,9.120006859,10.69681947
2018,R64,Michigan,Villanova,3,1,2,23.1909,31.4091,115.9,127.384,92.7095,95.9749,64.3592,68.277,0.0,0.0,0.0,0.0,0.0,0.0,10,2,5,2,6,10,0,11.20616286,20.84256084,10.69681947,9.120006859
2019,Round8,Duke,North Dakota St.,1,16,-15,31.9925,-3.19855,120.084,106.552,88.0911,109.751,72.2115,64.7859,0.0,0.0,0.0,0.0,0.0,0.0,3,199,2,162,11,0,1,11.1627064,2.097852438,13.73181729,-5.462618509
2019,Round8,North Dakota St.,Duke,16,1,15,-3.19855,31.9925,106.552,120.084,109.751,88.0911,64.7859,72.2115,0.0,0.0,0.0,0.0,0.0,0.0,199,3,162,2,0,11,0,2.097852438,11.1627064,-5.462618509,13.73181729
2019,Round32,Central Florida,VCU,9,8,1,14.5761,15.6895,110.31,104.312,95.7335,88.6222,64.7843,68.1835,0.0,0.0,0.0,0.0,0.0,0.0,46,37,1500,28,0,2,1,,2.52497129,,12.95107013
2019,Round32,VCU,Central Florida,8,9,-1,15.6895,14.5761,104.312,110.31,88.6222,95.7335,68.1835,64.7843,0.0,0.0,0.0,0.0,0.0,0.0,37,46,28,1500,2,0,0,,2.52497129,,12.95107013
2019,Round32,Liberty,Mississippi St.,12,5,7,10.8215,20.6776,110.565,117.395,99.7435,96.7173,61.7759,67.4194,0.0,0.0,0.0,0.0,0.0,0.0,63,21,37,34,2,8,1,4.101247687,12.17801672,3.380655081,6.493280298
2019,Round32,Mississippi St.,Liberty,5,12,-7,20.6776,10.8215,117.395,110.565,96.7173,99.7435,67.4194,61.7759,0.0,0.0,0.0,0.0,0.0,0.0,21,63,34,37,8,2,0,12.17801672,4.101247687,6.493280298,3.380655081
2019,Round32,Maryland,Belmont,6,11,-5,19.9776,13.0739,113.82,114.834,93.8429,101.76,65.6376,71.1231,0.0,0.0,0.0,0.0,0.0,0.0,24,54,36,31,6,2,1,7.716762618,10.87373127,8.482507802,0.128608628
2019,Round32,Belmont,Maryland,11,6,5,13.0739,19.9776,114.834,113.82,101.76,93.8429,71.1231,65.6376,0.0,0.0,0.0,0.0,0.0,0.0,54,24,31,36,2,6,0,10.87373127,7.716762618,0.128608628,8.482507802
2019,Round16,LSU,Yale,3,14,-11,20.9656,8.58693,118.485,111.702,97.5196,103.115,69.8753,70.7049,0.0,0.0,0.0,0.0,0.0,0.0,18,82,12,50,9,0,1,12.62394989,5.694085979,5.465568169,1.525809205
2019,Round16,Yale,LSU,14,3,11,8.58693,20.9656,111.702,118.485,103.115,97.5196,70.7049,69.8753,0.0,0.0,0.0,0.0,0.0,0.0,82,18,50,12,0,9,0,5.694085979,12.62394989,1.525809205,5.465568169
2019,Round32,Minnesota,Louisville,10,7,3,14.4575,20.9708,110.671,113.376,96.2136,92.4055,67.4509,67.1312,0.0,0.0,0.0,0.0,0.0,0.0,47,17,46,52,5,4,1,4.523952064,7.9211879,5.262462018,10.29164329
2019,Round32,Louisville,Minnesota,7,10,-3,20.9708,14.4575,113.376,110.671,92.4055,96.2136,67.1312,67.4509,0.0,0.0,0.0,0.0,0.0,0.0,17,47,52,46,4,5,0,7.9211879,4.523952064,10.29164329,5.262462018
2019,E8,Michigan St.,Bradley,2,15,-13,31.3607,-0.358275,121.729,100.892,90.3679,101.25,67.4035,65.0632,0.0,0.0,0.0,0.0,0.0,0.0,4,165,3,118,13,1,1,15.41090181,-0.606760563,10.39834978,2.190104578
2019,E8,Bradley,Michigan St.,15,2,13,-0.358275,31.3607,100.892,121.729,101.25,90.3679,65.0632,67.4035,0.0,0.0,0.0,0.0,0.0,0.0,165,4,118,3,1,13,0,-0.606760563,15.41090181,2.190104578,10.39834978
2019,Round8,Gonzaga,Fairleigh Dickinson,1,16,-15,32.7887,-4.2487,125.125,106.184,92.336,110.432,69.7687,66.7742,0.0,0.0,0.0,0.0,0.0,0.0,2,208,7,159,4,0,1,19.78964131,2.45093705,12.94779896,-6.032351905
2019,Round8,Fairleigh Dickinson,Gonzaga,16,1,15,-4.2487,32.7887,106.184,125.125,110.432,92.336,66.7742,69.7687,0.0,0.0,0.0,0.0,0.0,0.0,208,2,159,7,0,4,0,2.45093705,19.78964131,-6.032351905,12.94779896
2019,Round32,Baylor,Syracuse,9,8,1,15.2935,16.3,113.517,110.213,98.2238,93.9133,65.2511,66.0629,0.0,0.0,0.0,0.0,0.0,0.0,41,35,58,56,4,3,1,8.918920378,5.487772189,5.978366676,9.558214342
2019,Round32,Syracuse,Baylor,8,9,-1,16.3,15.2935,110.213,113.517,93.9133,98.2238,66.0629,65.2511,0.0,0.0,0.0,0.0,0.0,0.0,35,41,56,58,3,4,0,5.487772189,8.918920378,9.558214342,5.978366676
2019,Round32,Murray St.,Marquette,12,5,7,13.3317,18.4207,112.038,114.15,98.706,95.7294,69.0116,68.5839,0.0,0.0,0.0,0.0,0.0,0.0,52,27,25,35,1,10,1,7.912824226,9.04215314,3.249674353,8.227012056
2019,Round32,Marquette,Murray St.,5,12,-7,18.4207,13.3317,114.15,112.038,95.7294,98.706,68.5839,69.0116,0.0,0.0,0.0,0.0,0.0,0.0,27,52,35,25,10,1,0,9.04215314,7.912824226,8.227012056,3.249674353
2019,Round16,Florida St.,Vermont,4,13,-9,22.5574,8.72064,112.987,107.949,90.4293,99.2286,68.2507,65.3218,0.0,0.0,0.0,0.0,0.0,0.0,14,80,11,42,8,0,1,9.204749876,4.081029276,12.09061356,4.257969478
2019,Round16,Vermont,Florida St.,13,4,9,8.72064,22.5574,107.949,112.987,99.2286,90.4293,65.3218,68.2507,0.0,0.0,0.0,0.0,0.0,0.0,80,14,42,11,0,8,0,4.081029276,9.204749876,4.257969478,12.09061356
2019,Round32,Buffalo,Arizona St.,6,11,-5,20.337,11.2091,114.89,109.774,94.5531,98.5646,73.7602,70.4917,0.0,0.0,0.0,0.0,0.0,0.0,22,61,6,44,2,3,1,11.08574639,6.901991415,7.721940274,5.764879118
2019,Round32,Arizona St.,Buffalo,11,6,5,11.2091,20.337,109.774,114.89,98.5646,94.5531,70.4917,73.7602,0.0,0.0,0.0,0.0,0.0,0.0,61,22,44,6,3,2,0,6.901991415,11.08574639,5.764879118,7.721940274
2019,R32,Texas Tech,Northern Kentucky,3,14,-11,26.7476,6.55918,112.694,109.235,85.9468,102.676,66.5403,67.9179,0.0,0.0,0.0,0.0,0.0,0.0,9,100,16,69,8,0,1,8.874943325,4.81257307,13.81052066,0.798386254
2019,R32,Northern Kentucky,Texas Tech,14,3,11,6.55918,26.7476,109.235,112.694,102.676,85.9468,67.9179,66.5403,0.0,0.0,0.0,0.0,0.0,0.0,100,9,69,16,0,8,0,4.81257307,8.874943325,0.798386254,13.81052066
2019,Round32,Florida,Nevada,10,7,3,18.3239,18.9229,110.219,114.0,91.895,95.0771,62.6903,69.2146,0.0,0.0,0.0,0.0,0.0,0.0,28,25,48,19,4,1,1,6.826978612,9.029187808,9.637508161,7.903232117
2019,Round32,Nevada,Florida,7,10,-3,18.9229,18.3239,114.0,110.219,95.0771,91.895,69.2146,62.6903,0.0,0.0,0.0,0.0,0.0,0.0,25,28,19,48,1,4,0,9.029187808,6.826978612,7.903232117,9.637508161
2019,Round16,Michigan,Montana,2,15,-13,29.4352,3.54691,115.516,107.36,86.081,103.814,64.4257,66.5497,0.0,0.0,0.0,0.0,0.0,0.0,5,137,14,77,9,0,1,8.882028982,4.595212068,14.53915279,1.546317782
2019,Round16,Montana,Michigan,15,2,13,3.54691,29.4352,107.36,115.516,103.814,86.081,66.5497,64.4257,0.0,0.0,0.0,0.0,0.0,0.0,137,5,77,14,0,9,0,4.595212068,8.882028982,1.546317782,14.53915279
2019,R64,Virginia,Gardner Webb,1,16,-15,35.6552,-0.743522,123.571,107.475,87.9163,108.218,59.2665,67.0883,0.0,0.0,0.0,0.0,0.0,0.0,1,167,1,103,12,0,1,15.56470093,1.972454901,14.57687651,-3.681571761
2019,R64,Gardner Webb,Virginia,16,1,15,-0.743522,35.6552,107.475,123.571,108.218,87.9163,67.0883,59.2665,0.0,0.0,0.0,0.0,0.0,0.0,167,1,103,1,0,12,0,1.972454901,15.56470093,-3.681571761,14.57687651
2019,Round32,Oklahoma,Mississippi,9,8,1,15.5345,15.0831,109.401,112.779,93.8663,97.6963,68.6808,68.3346,0.0,0.0,0.0,0.0,0.0,0.0,38,44,59,66,4,4,1,4.883623286,7.428459487,9.251906991,5.632056105
2019,Round32,Mississippi,Oklahoma,8,9,-1,15.0831,15.5345,112.779,109.401,97.6963,93.8663,68.3346,68.6808,0.0,0.0,0.0,0.0,0.0,0.0,44,38,66,59,4,4,0,7.428459487,4.883623286,5.632056105,9.251906991
2019,Round16,Oregon,Wisconsin,12,5,7,15.1521,23.675,107.7,110.809,92.5481,87.134,64.0656,63.61,0.0,0.0,0.0,0.0,0.0,0.0,43,12,38,24,3,10,1,6.040098529,4.299655361,11.32333761,13.02384082
2019,Round16,Wisconsin,Oregon,5,12,-7,23.675,15.1521,110.809,107.7,87.134,92.5481,63.61,64.0656,0.0,0.0,0.0,0.0,0.0,0.0,12,43,24,38,10,3,0,4.299655361,6.040098529,13.02384082,11.32333761
2019,Round32,UC Irvine,Kansas St.,13,4,9,9.46217,20.2225,106.606,107.96,97.144,87.7377,65.0838,63.0414,0.0,0.0,0.0,0.0,0.0,0.0,75,23,29,17,1,7,1,2.193469976,6.40609578,5.454893225,14.73186826
2019,Round32,Kansas St.,UC Irvine,4,13,-9,20.2225,9.46217,107.96,106.606,87.7377,97.144,63.0414,65.0838,0.0,0.0,0.0,0.0,0.0,0.0,23,75,17,29,7,1,0,6.40609578,2.193469976,14.73186826,5.454893225
2019,Round8,Purdue,Old Dominion,3,14,-11,26.0512,5.57853,121.093,101.929,95.0422,96.3508,65.6263,64.2892,0.0,0.0,0.0,0.0,0.0,0.0,10,112,20,45,7,1,1,14.14810874,-1.637024354,7.827808962,10.35204037
2019,Round8,Old Dominion,Purdue,14,3,11,5.57853,26.0512,101.929,121.093,96.3508,95.0422,64.2892,65.6263,0.0,0.0,0.0,0.0,0.0,0.0,112,10,45,20,1,7,0,-1.637024354,14.14810874,10.35204037,7.827808962
2019,Round32,Iowa,Cincinnati,10,7,3,15.9555,17.0509,117.163,111.566,101.207,94.515,69.3715,63.1993,0.0,0.0,0.0,0.0,0.0,0.0,36,32,55,13,4,5,1,11.47587133,6.967821986,1.599262065,9.104778014
2019,Round32,Cincinnati,Iowa,7,10,-3,17.0509,15.9555,111.566,117.163,94.515,101.207,63.1993,69.3715,0.0,0.0,0.0,0.0,0.0,0.0,32,36,13,55,5,4,0,6.967821986,11.47587133,9.104778014,1.599262065
2019,Round16,Tennessee,Colgate,2,15,-13,26.98,4.2867,122.479,110.038,95.4987,105.751,67.703,66.3489,0.0,0.0,0.0,0.0,0.0,0.0,8,129,8,78,9,0,1,15.27198549,5.736688683,8.099246636,-1.03265835
2019,Round16,Colgate,Tennessee,15,2,13,4.2867,26.98,110.038,122.479,105.751,95.4987,66.3489,67.703,0.0,0.0,0.0,0.0,0.0,0.0,129,8,78,8,0,9,0,5.736688683,15.27198549,-1.03265835,8.099246636
2019,Round16,North Carolina,Iona,1,16,-15,29.171,-3.07828,119.872,106.514,90.701,109.593,74.2921,70.5217,0.0,0.0,0.0,0.0,0.0,0.0,6,197,5,160,10,0,1,15.09741815,4.08828706,11.41813578,-3.479074432
2019,Round16,Iona,North Carolina,16,1,15,-3.07828,29.171,106.514,119.872,109.593,90.701,70.5217,74.2921,0.0,0.0,0.0,0.0,0.0,0.0,197,6,160,5,0,10,0,4.08828706,15.09741815,-3.479074432,11.41813578
2019,Round32,Washington,Utah St.,9,8,1,13.3669,16.6198,106.98,112.966,93.6134,96.3467,65.8589,67.7963,0.0,0.0,0.0,0.0,0.0,0.0,51,34,32,23,2,3,1,3.6812717,6.670554799,9.90326946,6.356360608
2019,Round32,Utah St.,Washington,8,9,-1,16.6198,13.3669,112.966,106.98,96.3467,93.6134,67.7963,65.8589,0.0,0.0,0.0,0.0,0.0,0.0,34,51,23,32,3,2,0,6.670554799,3.6812717,6.356360608,9.90326946
2019,E8,Auburn,New Mexico St.,5,12,-7,23.3317,13.588,119.571,112.605,96.2397,99.0173,67.5363,65.5861,0.0,0.0,0.0,0.0,0.0,0.0,13,49,15,18,5,0,1,13.60791646,7.653519491,8.096294442,5.246743899
2019,E8,New Mexico St.,Auburn,12,5,7,13.588,23.3317,112.605,119.571,99.0173,96.2397,65.5861,67.5363,0.0,0.0,0.0,0.0,0.0,0.0,49,13,18,15,0,5,0,7.653519491,13.60791646,5.246743899,8.096294442
2019,Round32,Kansas,Northeastern,4,13,-9,20.7051,8.74685,112.746,111.465,92.0406,102.718,69.9355,66.0293,0.0,0.0,0.0,0.0,0.0,0.0,20,79,21,53,11,0,1,9.746045813,8.335778364,10.19709017,0.59922163
2019,Round32,Northeastern,Kansas,13,4,9,8.74685,20.7051,111.465,112.746,102.718,92.0406,66.0293,69.9355,0.0,0.0,0.0,0.0,0.0,0.0,79,20,53,21,0,11,0,8.335778364,9.746045813,0.59922163,10.19709017
2019,Round32,Ohio St.,Iowa St.,11,6,5,15.0781,21.8472,109.268,118.992,94.1896,97.1452,65.6907,67.6056,0.0,0.0,0.0,0.0,0.0,0.0,45,16,76,30,4,8,1,4.023781861,14.22486472,7.782458591,7.128307224
2019,Round32,Iowa St.,Ohio St.,6,11,-5,21.8472,15.0781,118.992,109.268,97.1452,94.1896,67.6056,65.6907,0.0,0.0,0.0,0.0,0.0,0.0,16,45,30,76,8,4,0,14.22486472,4.023781861,7.128307224,7.782458591
2019,Round16,Houston,Georgia St.,3,14,-11,22.4249,5.59737,114.118,107.886,91.6934,102.289,66.1482,69.8602,0.0,0.0,0.0,0.0,0.0,0.0,15,111,4,54,6,1,1,8.599082235,4.220278022,11.21426421,1.137997382
2019,Round16,Georgia St.,Houston,14,3,11,5.59737,22.4249,107.886,114.118,102.289,91.6934,69.8602,66.1482,0.0,0.0,0.0,0.0,0.0,0.0,111,15,54,4,1,6,0,4.220278022,8.599082235,1.137997382,11.21426421
2019,Round32,Wofford,Seton Hall,7,10,-3,20.7146,12.9072,118.357,109.303,97.6422,96.3961,65.6363,68.9235,0.0,0.0,0.0,0.0,0.0,0.0,19,55,10,49,3,7,1,11.52334301,3.717791263,3.080176562,7.902169215
2019,Round32,Seton Hall,Wofford,10,7,3,12.9072,20.7146,109.303,118.357,96.3961,97.6422,68.9235,65.6363,0.0,0.0,0.0,0.0,0.0,0.0,55,19,49,10,7,3,0,3.717791263,11.52334301,7.902169215,3.080176562
2019,Round8,Kentucky,Abilene Christian,2,15,-13,27.4133,2.08626,118.223,103.625,90.8094,101.539,65.8287,66.0042,0.0,0.0,0.0,0.0,0.0,0.0,7,145,9,94,10,0,1,18.04792399,-1.803071928,14.99018823,1.287173874
2019,Round8,Abilene Christian,Kentucky,15,2,13,2.08626,27.4133,103.625,118.223,101.539,90.8094,66.0042,65.8287,0.0,0.0,0.0,0.0,0.0,0.0,145,7,94,9,0,10,0,-1.803071928,18.04792399,1.287173874,14.99018823
2019,Round8,Duke,Central Florida,1,9,-8,31.9925,14.5761,120.084,110.31,88.0911,95.7335,72.2115,64.7843,0.0,0.0,0.0,0.0,0.0,0.0,3,46,2,1500,11,0,1,11.1627064,,13.73181729,
2019,Round8,Central Florida,Duke,9,1,8,14.5761,31.9925,110.31,120.084,95.7335,88.0911,64.7843,72.2115,0.0,0.0,0.0,0.0,0.0,0.0,46,3,1500,2,0,11,0,11.1627064,,13.73181729,
2019,Round16,Virginia Tech,Liberty,4,12,-8,24.4696,10.8215,118.433,110.565,93.9634,99.7435,63.2505,61.7759,0.0,0.0,0.0,0.0,0.0,0.0,11,63,26,37,4,2,1,13.20284625,4.101247687,7.362595868,3.380655081
2019,Round16,Liberty,Virginia Tech,12,4,8,10.8215,24.4696,110.565,118.433,99.7435,93.9634,61.7759,63.2505,0.0,0.0,0.0,0.0,0.0,0.0,63,11,37,26,2,4,0,4.101247687,13.20284625,3.380655081,7.362595868
2019,Round16,LSU,Maryland,3,6,-3,20.9656,19.9776,118.485,113.82,97.5196,93.8429,69.8753,65.6376,0.0,0.0,0.0,0.0,0.0,0.0,18,24,12,36,9,6,1,12.62394989,7.716762618,5.465568169,8.482507802
2019,Round16,Maryland,LSU,6,3,3,19.9776,20.9656,113.82,118.485,93.8429,97.5196,65.6376,69.8753,0.0,0.0,0.0,0.0,0.0,0.0,24,18,36,12,6,9,0,7.716762618,12.62394989,8.482507802,5.465568169
2019,E8,Michigan St.,Minnesota,2,10,-8,31.3607,14.4575,121.729,110.671,90.3679,96.2136,67.4035,67.4509,0.0,0.0,0.0,0.0,0.0,0.0,4,47,3,46,13,5,1,15.41090181,4.523952064,10.39834978,5.262462018
2019,E8,Minnesota,Michigan St.,10,2,8,14.4575,31.3607,110.671,121.729,96.2136,90.3679,67.4509,67.4035,0.0,0.0,0.0,0.0,0.0,0.0,47,4,46,3,5,13,0,4.523952064,15.41090181,5.262462018,10.39834978
2019,Round8,Gonzaga,Baylor,1,9,-8,32.7887,15.2935,125.125,113.517,92.336,98.2238,69.7687,65.2511,0.0,0.0,0.0,0.0,0.0,0.0,2,41,7,58,4,4,1,19.78964131,8.918920378,12.94779896,5.978366676
2019,Round8,Baylor,Gonzaga,9,1,8,15.2935,32.7887,113.517,125.125,98.2238,92.336,65.2511,69.7687,0.0,0.0,0.0,0.0,0.0,0.0,41,2,58,7,4,4,0,8.918920378,19.78964131,5.978366676,12.94779896
2019,Round16,Florida St.,Murray St.,4,12,-8,22.5574,13.3317,112.987,112.038,90.4293,98.706,68.2507,69.0116,0.0,0.0,0.0,0.0,0.0,0.0,14,52,11,25,8,1,1,9.204749876,7.912824226,12.09061356,3.249674353
2019,Round16,Murray St.,Florida St.,12,4,8,13.3317,22.5574,112.038,112.987,98.706,90.4293,69.0116,68.2507,0.0,0.0,0.0,0.0,0.0,0.0,52,14,25,11,1,8,0,7.912824226,9.204749876,3.249674353,12.09061356
2019,R32,Texas Tech,Buffalo,3,6,-3,26.7476,20.337,112.694,114.89,85.9468,94.5531,66.5403,73.7602,0.0,0.0,0.0,0.0,0.0,0.0,9,22,16,6,8,2,1,8.874943325,11.08574639,13.81052066,7.721940274
2019,R32,Buffalo,Texas Tech,6,3,3,20.337,26.7476,114.89,112.694,94.5531,85.9468,73.7602,66.5403,0.0,0.0,0.0,0.0,0.0,0.0,22,9,6,16,2,8,0,11.08574639,8.874943325,7.721940274,13.81052066
2019,Round16,Michigan,Florida,2,10,-8,29.4352,18.3239,115.516,110.219,86.081,91.895,64.4257,62.6903,0.0,0.0,0.0,0.0,0.0,0.0,5,28,14,48,9,4,1,8.882028982,6.826978612,14.53915279,9.637508161
2019,Round16,Florida,Michigan,10,2,8,18.3239,29.4352,110.219,115.516,91.895,86.081,62.6903,64.4257,0.0,0.0,0.0,0.0,0.0,0.0,28,5,48,14,4,9,0,6.826978612,8.882028982,9.637508161,14.53915279
2019,R64,Virginia,Oklahoma,1,9,-8,35.6552,15.5345,123.571,109.401,87.9163,93.8663,59.2665,68.6808,0.0,0.0,0.0,0.0,0.0,0.0,1,38,1,59,12,4,1,15.56470093,4.883623286,14.57687651,9.251906991
2019,R64,Oklahoma,Virginia,9,1,8,15.5345,35.6552,109.401,123.571,93.8663,87.9163,68.6808,59.2665,0.0,0.0,0.0,0.0,0.0,0.0,38,1,59,1,4,12,0,4.883623286,15.56470093,9.251906991,14.57687651
2019,Round16,Oregon,UC Irvine,12,13,-1,15.1521,9.46217,107.7,106.606,92.5481,97.144,64.0656,65.0838,0.0,0.0,0.0,0.0,0.0,0.0,43,75,38,29,3,1,1,6.040098529,2.193469976,11.32333761,5.454893225
2019,Round16,UC Irvine,Oregon,13,12,1,9.46217,15.1521,106.606,107.7,97.144,92.5481,65.0838,64.0656,0.0,0.0,0.0,0.0,0.0,0.0,75,43,29,38,1,3,0,2.193469976,6.040098529,5.454893225,11.32333761
2019,Round8,Purdue,Villanova,3,6,-3,26.0512,18.7745,121.093,116.973,95.0422,98.1987,65.6263,63.6099,0.0,0.0,0.0,0.0,0.0,0.0,10,26,20,22,7,5,1,14.14810874,12.79106105,7.827808962,6.244953022
2019,Round8,Villanova,Purdue,6,3,3,18.7745,26.0512,116.973,121.093,98.1987,95.0422,63.6099,65.6263,0.0,0.0,0.0,0.0,0.0,0.0,26,10,22,20,5,7,0,12.79106105,14.14810874,6.244953022,7.827808962
2019,Round16,Tennessee,Iowa,2,10,-8,26.98,15.9555,122.479,117.163,95.4987,101.207,67.703,69.3715,0.0,0.0,0.0,0.0,0.0,0.0,8,36,8,55,9,4,1,15.27198549,11.47587133,8.099246636,1.599262065
2019,Round16,Iowa,Tennessee,10,2,8,15.9555,26.98,117.163,122.479,101.207,95.4987,69.3715,67.703,0.0,0.0,0.0,0.0,0.0,0.0,36,8,55,8,4,9,0,11.47587133,15.27198549,1.599262065,8.099246636
2019,Round16,North Carolina,Washington,1,9,-8,29.171,13.3669,119.872,106.98,90.701,93.6134,74.2921,65.8589,0.0,0.0,0.0,0.0,0.0,0.0,6,51,5,32,10,2,1,15.09741815,3.6812717,11.41813578,9.90326946
2019,Round16,Washington,North Carolina,9,1,8,13.3669,29.171,106.98,119.872,93.6134,90.701,65.8589,74.2921,0.0,0.0,0.0,0.0,0.0,0.0,51,6,32,5,2,10,0,3.6812717,15.09741815,9.90326946,11.41813578
2019,E8,Auburn,Kansas,5,4,1,23.3317,20.7051,119.571,112.746,96.2397,92.0406,67.5363,69.9355,0.0,0.0,0.0,0.0,0.0,0.0,13,20,15,21,5,11,1,13.60791646,9.746045813,8.096294442,10.19709017
