YEAR,BY GAME NO,BY ROUND NO,TEAM NO,TEAM,SEED,ROUND,CURRENT ROUND,SCORE
2011,840,279,220,Richmond,12,16,16,57
2011,841,278,202,VCU,11,4,16,72
2011,841,277,250,Florida St.,10,16,16,71
2011,842,276,257,Butler,8,2,16,61
2011,842,275,198,Wisconsin,4,16,16,54
2011,843,274,256,BYU,3,16,16,74
2011,843,273,251,Florida,2,8,16,83
2011,844,128,240,Kentucky,4,4,8,76
2011,844,127,230,North Carolina,2,8,8,69
2011,845,126,261,Arizona,5,8,8,63
2011,845,125,253,Connecticut,3,1,8,65
2011,846,124,242,Kansas,1,8,8,61
2011,846,123,202,VCU,11,4,8,71
2011,847,122,257,Butler,8,2,8,74
2011,847,121,251,Florida,2,8,8,71
2011,848,48,240,Kentucky,4,4,4,55
2011,848,47,253,Connecticut,3,1,4,56
2011,849,46,202,VCU,11,4,4,62
2011,849,45,257,Butler,8,2,4,70
2011,850,8,253,Connecticut,3,1,2,53
2011,850,7,257,Butler,8,2,2,41
2010,851,1264,180,Kansas,1,32,64,90
2010,851,1263,177,Lehigh,16,64,64,74
2010,852,1262,143,UNLV,8,64,64,66
2010,852,1261,164,Northern Iowa,9,16,64,69
2010,853,1260,173,Michigan St.,5,4,64,70
2010,853,1259,166,New Mexico St.,12,64,64,67
2010,854,1258,174,Maryland,4,32,64,89
2010,854,1257,181,Houston,13,64,64,77
2010,855,1256,147,Tennessee,6,8,64,62
2010,855,1255,151,San Diego St.,11,64,64,59
2010,856,1254,184,Georgetown,3,64,64,83
2010,856,1253,161,Ohio,14,32,64,97
2010,857,1252,159,Oklahoma St.,7,64,64,59
2010,857,1251,183,Georgia Tech,10,32,64,64
2010,858,1250,160,Ohio St.,2,16,64,68
2010,858,1249,144,UC Santa Barbara,15,64,64,51
2010,859,1248,149,Syracuse,1,16,64,79
2010,859,1247,139,Vermont,16,64,64,56
2010,860,1246,182,Gonzaga,8,32,64,67
2010,860,1245,185,Florida St.,9,64,64,60
2010,861,1244,193,Butler,5,2,64,77
2010,861,1243,141,UTEP,12,64,64,59
2010,862,1242,140,Vanderbilt,4,64,64,65
2010,862,1241,168,Murray St.,13,32,64,66
2010,863,1240,131,Xavier,6,16,64,65
2010,863,1239,172,Minnesota,11,64,64,54
2010,864,1238,157,Pittsburgh,3,32,64,89
2010,864,1237,162,Oakland,14,64,64,66
2010,865,1236,192,BYU,7,32,64,99
2010,865,1235,186,Florida,10,64,64,92
2010,866,1234,179,Kansas St.,2,8,64,82
2010,866,1233,165,North Texas,15,64,64,62
2010,867,1232,178,Kentucky,1,8,64,100
2010,867,1231,187,East Tennessee St.,16,64,64,71
2010,868,1230,146,Texas,8,64,64,80
2010,868,1229,137,Wake Forest,9,32,64,81
2010,869,1228,148,Temple,5,64,64,65
2010,869,1227,189,Cornell,12,16,64,78
2010,870,1226,133,Wisconsin,4,32,64,53
2010,870,1225,132,Wofford,13,64,64,49
2010,871,1224,175,Marquette,6,64,64,78
2010,871,1223,136,Washington,11,16,64,80
2010,872,1222,167,New Mexico,3,32,64,62
2010,872,1221,170,Montana,14,64,64,57
2010,873,1220,190,Clemson,7,64,64,78
2010,873,1219,171,Missouri,10,32,64,86
2010,874,1218,135,West Virginia,2,4,64,77
2010,874,1217,169,Morgan St.,15,64,64,50
2010,875,1216,188,Duke,1,1,64,73
2010,875,1215,195,Arkansas Pine Bluff,16,64,64,44
2010,876,1214,191,California,8,32,64,77
2010,876,1213,176,Louisville,9,64,64,62
2010,877,1212,145,Texas A&M,5,32,64,69
2010,877,1211,142,Utah St.,12,64,64,53
2010,878,1210,156,Purdue,4,16,64,72
2010,878,1209,150,Siena,13,64,64,64
2010,879,1208,163,Notre Dame,6,64,64,50
2010,879,1207,158,Old Dominion,11,32,64,51
2010,880,1206,194,Baylor,3,8,64,68
2010,880,1205,152,Sam Houston St.,14,64,64,59
2010,881,1204,155,Richmond,7,64,64,71
2010,881,1203,153,Saint Mary's,10,16,64,80
2010,882,1202,138,Villanova,2,32,64,73
2010,882,1201,154,Robert Morris,15,64,64,70
2010,883,592,180,Kansas,1,32,32,67
2010,883,591,164,Northern Iowa,9,16,32,69
2010,884,590,173,Michigan St.,5,4,32,85
2010,884,589,174,Maryland,4,32,32,83
2010,885,588,147,Tennessee,6,8,32,83
2010,885,587,161,Ohio,14,32,32,68
2010,886,586,183,Georgia Tech,10,32,32,66
2010,886,585,160,Ohio St.,2,16,32,75
2010,887,584,149,Syracuse,1,16,32,87
2010,887,583,182,Gonzaga,8,32,32,65
2010,888,582,193,Butler,5,2,32,54
2010,888,581,168,Murray St.,13,32,32,52
2010,889,580,131,Xavier,6,16,32,71
2010,889,579,157,Pittsburgh,3,32,32,68
2010,890,578,192,BYU,7,32,32,72
2010,890,577,179,Kansas St.,2,8,32,84
2010,891,576,178,Kentucky,1,8,32,90
2010,891,575,137,Wake Forest,9,32,32,60
2010,892,574,189,Cornell,12,16,32,87
2010,892,573,133,Wisconsin,4,32,32,69
2010,893,572,136,Washington,11,16,32,82
2010,893,571,167,New Mexico,3,32,32,64
2010,894,570,171,Missouri,10,32,32,59
2010,894,569,135,West Virginia,2,4,32,68
2010,895,568,188,Duke,1,1,32,68
2010,895,567,191,California,8,32,32,53
2010,896,566,145,Texas A&M,5,32,32,61
2010,896,565,156,Purdue,4,16,32,63
2010,897,564,158,Old Dominion,11,32,32,68
2010,897,563,194,Baylor,3,8,32,76
2010,898,562,153,Saint Mary's,10,16,32,75
2010,898,561,138,Villanova,2,32,32,68
2010,899,272,164,Northern Iowa,9,16,16,52
2010,899,271,173,Michigan St.,5,4,16,59
2010,900,270,147,Tennessee,6,8,16,76
2010,900,269,160,Ohio St.,2,16,16,73
2010,901,268,149,Syracuse,1,16,16,59
2010,901,267,193,Butler,5,2,16,63
2010,902,266,131,Xavier,6,16,16,96
2010,902,265,179,Kansas St.,2,8,16,101
2010,903,264,178,Kentucky,1,8,16,62
2010,903,263,189,Cornell,12,16,16,45
2010,904,262,136,Washington,11,16,16,56
2010,904,261,135,West Virginia,2,4,16,69
2010,905,260,188,Duke,1,1,16,70
2010,905,259,156,Purdue,4,16,16,57
2010,906,258,194,Baylor,3,8,16,72
2010,906,257,153,Saint Mary's,10,16,16,49
2010,907,120,173,Michigan St.,5,4,8,70
2010,907,119,147,Tennessee,6,8,8,69
2010,908,118,193,Butler,5,2,8,63
2010,908,117,179,Kansas St.,2,8,8,56
2010,909,116,178,Kentucky,1,8,8,66
2010,909,115,135,West Virginia,2,4,8,73
2010,910,114,188,Duke,1,1,8,78
2010,910,113,194,Baylor,3,8,8,71
2010,911,44,173,Michigan St.,5,4,4,50
2010,911,43,193,Butler,5,2,4,52
2010,912,42,135,West Virginia,2,4,4,57
2010,912,41,188,Duke,1,1,4,78
2010,913,6,193,Butler,5,2,2,59
2010,913,5,188,Duke,1,1,2,61
2009,914,1200,107,Louisville,1,8,64,74
2009,914,1199,97,Morehead St.,16,64,64,54
2009,915,1198,92,Ohio St.,8,64,64,72
2009,915,1197,84,Siena,9,32,64,74
2009,916,1196,75,Utah,5,64,64,71
2009,916,1195,127,Arizona,12,16,64,84
2009,917,1194,71,Wake Forest,4,64,64,69
2009,917,1193,117,Cleveland St.,13,32,64,84
2009,918,1192,69,West Virginia,6,64,64,60
2009,918,1191,114,Dayton,11,32,64,68
2009,919,1190,108,Kansas,3,16,64,84
2009,919,1189,94,North Dakota St.,14,64,64,74
2009,920,1188,124,Boston College,7,64,64,55
2009,920,1187,76,USC,10,32,64,72
2009,921,1186,101,Michigan St.,2,2,64,77
2009,921,1185,85,Robert Morris,15,64,64,62
2009,922,1184,116,Connecticut,1,4,64,103
2009,922,1183,119,Chattanooga,16,64,64,47
2009,923,1182,122,BYU,8,64,64,66
2009,923,1181,78,Texas A&M,9,32,64,79
2009,924,1180,87,Purdue,5,16,64,61
2009,924,1179,93,Northern Iowa,12,64,64,56
2009,925,1178,70,Washington,4,32,64,71
2009,925,1177,99,Mississippi St.,13,64,64,58
2009,926,1176,105,Marquette,6,32,64,58
2009,926,1175,74,Utah St.,11,64,64,57
2009,927,1174,98,Missouri,3,8,64,78
2009,927,1173,115,Cornell,14,64,64,59
2009,928,1172,120,California,7,64,64,71
2009,928,1171,104,Maryland,10,32,64,84
2009,929,1170,103,Memphis,2,16,64,81
2009,929,1169,121,Cal St. Northridge,15,64,64,70
2009,930,1168,89,Pittsburgh,1,8,64,72
2009,930,1167,112,East Tennessee St.,16,64,64,62
2009,931,1166,90,Oklahoma St.,8,32,64,77
2009,931,1165,80,Tennessee,9,64,64,75
2009,932,1164,111,Florida St.,5,64,64,59
2009,932,1163,67,Wisconsin,12,32,64,61
2009,933,1162,66,Xavier,4,16,64,77
2009,933,1161,88,Portland St.,13,64,64,59
2009,934,1160,77,UCLA,6,32,64,65
2009,934,1159,73,VCU,11,64,64,64
2009,935,1158,72,Villanova,3,4,64,80
2009,935,1157,128,American,14,64,64,67
2009,936,1156,79,Texas,7,32,64,76
2009,936,1155,100,Minnesota,10,64,64,62
2009,937,1154,113,Duke,2,16,64,86
2009,937,1153,125,Binghamton,15,64,64,62
2009,938,1152,95,North Carolina,1,1,64,101
2009,938,1151,86,Radford,16,64,64,58
2009,939,1150,106,LSU,8,32,64,75
2009,939,1149,123,Butler,9,64,64,71
2009,940,1148,109,Illinois,5,64,64,72
2009,940,1147,68,Western Kentucky,12,32,64,76
2009,941,1146,110,Gonzaga,4,16,64,77
2009,941,1145,130,Akron,13,64,64,64
2009,942,1144,126,Arizona St.,6,32,64,66
2009,942,1143,81,Temple,11,64,64,57
2009,943,1142,82,Syracuse,3,16,64,59
2009,943,1141,83,Stephen F. Austin,14,64,64,44
2009,944,1140,118,Clemson,7,64,64,59
2009,944,1139,102,Michigan,10,32,64,62
2009,945,1138,91,Oklahoma,2,8,64,82
2009,945,1137,96,Morgan St.,15,64,64,54
2009,946,560,107,Louisville,1,8,32,79
2009,946,559,84,Siena,9,32,32,72
2009,947,558,127,Arizona,12,16,32,71
2009,947,557,117,Cleveland St.,13,32,32,57
2009,948,556,114,Dayton,11,32,32,43
2009,948,555,108,Kansas,3,16,32,60
2009,949,554,76,USC,10,32,32,69
2009,949,553,101,Michigan St.,2,2,32,74
2009,950,552,116,Connecticut,1,4,32,92
2009,950,551,78,Texas A&M,9,32,32,66
2009,951,550,87,Purdue,5,16,32,76
2009,951,549,70,Washington,4,32,32,74
2009,952,548,105,Marquette,6,32,32,79
2009,952,547,98,Missouri,3,8,32,83
2009,953,546,104,Maryland,10,32,32,70
2009,953,545,103,Memphis,2,16,32,89
2009,954,544,89,Pittsburgh,1,8,32,84
2009,954,543,90,Oklahoma St.,8,32,32,76
2009,955,542,67,Wisconsin,12,32,32,49
2009,955,541,66,Xavier,4,16,32,60
2009,956,540,77,UCLA,6,32,32,69
2009,956,539,72,Villanova,3,4,32,89
2009,957,538,79,Texas,7,32,32,69
2009,957,537,113,Duke,2,16,32,74
2009,958,536,95,North Carolina,1,1,32,84
2009,958,535,106,LSU,8,32,32,70
2009,959,534,68,Western Kentucky,12,32,32,81
2009,959,533,110,Gonzaga,4,16,32,83
2009,960,532,126,Arizona St.,6,32,32,67
2009,960,531,82,Syracuse,3,16,32,78
2009,961,530,102,Michigan,10,32,32,63
2009,961,529,91,Oklahoma,2,8,32,73
2009,962,256,107,Louisville,1,8,16,103
2009,962,255,127,Arizona,12,16,16,64
2009,963,254,108,Kansas,3,16,16,62
2009,963,253,101,Michigan St.,2,2,16,67
2009,964,252,116,Connecticut,1,4,16,72
2009,964,251,87,Purdue,5,16,16,60
2009,965,250,98,Missouri,3,8,16,102
2009,965,249,103,Memphis,2,16,16,91
2009,966,248,89,Pittsburgh,1,8,16,60
2009,966,247,66,Xavier,4,16,16,55
2009,967,246,72,Villanova,3,4,16,77
2009,967,245,113,Duke,2,16,16,54
2009,968,244,95,North Carolina,1,1,16,98
2009,968,243,110,Gonzaga,4,16,16,77
2009,969,242,82,Syracuse,3,16,16,71
2009,969,241,91,Oklahoma,2,8,16,84
2009,970,112,107,Louisville,1,8,8,52
2009,970,111,101,Michigan St.,2,2,8,64
2009,971,110,116,Connecticut,1,4,8,82
2009,971,109,98,Missouri,3,8,8,75
2009,972,108,89,Pittsburgh,1,8,8,76
2009,972,107,72,Villanova,3,4,8,78
2009,973,106,95,North Carolina,1,1,8,72
2009,973,105,91,Oklahoma,2,8,8,60
2009,974,40,101,Michigan St.,2,2,4,82
2009,974,39,116,Connecticut,1,4,4,73
2009,975,38,72,Villanova,3,4,4,69
2009,975,37,95,North Carolina,1,1,4,83
2009,976,4,101,Michigan St.,2,2,2,72
2009,976,3,95,North Carolina,1,1,2,89
2008,977,1136,31,North Carolina,1,4,64,113
2008,977,1135,32,Mount St. Mary's,16,64,64,74
2008,978,1134,44,Indiana,8,64,64,72
2008,978,1133,63,Arkansas,9,32,64,86
2008,979,1132,30,Notre Dame,5,32,64,68
2008,979,1131,48,George Mason,12,64,64,50
2008,980,1130,6,Washington St.,4,16,64,71
2008,980,1129,3,Winthrop,13,64,64,40
2008,981,1128,29,Oklahoma,6,32,64,72
2008,981,1127,23,Saint Joseph's,11,64,64,64
2008,982,1126,39,Louisville,3,8,64,79
2008,982,1125,59,Boise St.,14,64,64,61
2008,983,1124,58,Butler,7,32,64,81
2008,983,1123,19,South Alabama,10,64,64,61
2008,984,1122,16,Tennessee,2,16,64,72
2008,984,1121,65,American,15,64,64,57
2008,985,1120,43,Kansas,1,1,64,85
2008,985,1119,25,Portland St.,16,64,64,61
2008,986,1118,11,UNLV,8,32,64,71
2008,986,1117,41,Kent St.,9,64,64,58
2008,987,1116,55,Clemson,5,64,64,69
2008,987,1115,7,Villanova,12,16,64,75
2008,988,1114,8,Vanderbilt,4,64,64,62
2008,988,1113,20,Siena,13,32,64,83
2008,989,1112,10,USC,6,64,64,67
2008,989,1111,42,Kansas St.,11,32,64,80
2008,990,1110,2,Wisconsin,3,16,64,71
2008,990,1109,56,Cal St. Fullerton,14,64,64,56
2008,991,1108,45,Gonzaga,7,64,64,76
2008,991,1107,51,Davidson,10,8,64,82
2008,992,1106,47,Georgetown,2,32,64,66
2008,992,1105,12,UMBC,15,64,64,47
2008,993,1104,37,Memphis,1,2,64,87
2008,993,1103,9,UT Arlington,16,64,64,63
2008,994,1102,34,Mississippi St.,8,32,64,76
2008,994,1101,27,Oregon,9,64,64,69
2008,995,1100,35,Michigan St.,5,16,64,72
2008,995,1099,17,Temple,12,64,64,61
2008,996,1098,26,Pittsburgh,4,32,64,82
2008,996,1097,28,Oral Roberts,13,64,64,63
2008,997,1096,38,Marquette,6,32,64,74
2008,997,1095,40,Kentucky,11,64,64,66
2008,998,1094,18,Stanford,3,16,64,77
2008,998,1093,52,Cornell,14,64,64,53
2008,999,1092,36,Miami FL,7,32,64,78
2008,999,1091,22,Saint Mary's,10,64,64,64
2008,1000,1090,15,Texas,2,8,64,74
2008,1000,1089,62,Austin Peay,15,64,64,54
2008,1001,1088,13,UCLA,1,4,64,70
2008,1001,1087,33,Mississippi Valley St.,16,64,64,29
2008,1002,1086,57,BYU,8,64,64,62
2008,1002,1085,14,Texas A&M,9,32,64,67
2008,1003,1084,50,Drake,5,64,64,99
2008,1003,1083,4,Western Kentucky,12,16,64,101
2008,1004,1082,54,Connecticut,4,64,64,69
2008,1004,1081,21,San Diego,13,32,64,70
2008,1005,1080,24,Purdue,6,32,64,90
2008,1005,1079,61,Baylor,11,64,64,79
2008,1006,1078,1,Xavier,3,8,64,73
2008,1006,1077,46,Georgia,14,64,64,61
2008,1007,1076,5,West Virginia,7,16,64,75
2008,1007,1075,64,Arizona,10,64,64,65
2008,1008,1074,49,Duke,2,32,64,71
2008,1008,1073,60,Belmont,15,64,64,70
2008,1009,528,31,North Carolina,1,4,32,108
2008,1009,527,63,Arkansas,9,32,32,77
2008,1010,526,30,Notre Dame,5,32,32,41
2008,1010,525,6,Washington St.,4,16,32,61
2008,1011,524,29,Oklahoma,6,32,32,48
2008,1011,523,39,Louisville,3,8,32,78
2008,1012,522,58,Butler,7,32,32,71
2008,1012,521,16,Tennessee,2,16,32,76
2008,1013,520,43,Kansas,1,1,32,75
2008,1013,519,11,UNLV,8,32,32,56
2008,1014,518,7,Villanova,12,16,32,84
2008,1014,517,20,Siena,13,32,32,72
2008,1015,516,42,Kansas St.,11,32,32,55
2008,1015,515,2,Wisconsin,3,16,32,72
2008,1016,514,51,Davidson,10,8,32,74
2008,1016,513,47,Georgetown,2,32,32,70
2008,1017,512,37,Memphis,1,2,32,77
2008,1017,511,34,Mississippi St.,8,32,32,74
2008,1018,510,35,Michigan St.,5,16,32,65
2008,1018,509,26,Pittsburgh,4,32,32,54
2008,1019,508,38,Marquette,6,32,32,81
2008,1019,507,18,Stanford,3,16,32,82
2008,1020,506,36,Miami FL,7,32,32,72
2008,1020,505,15,Texas,2,8,32,75
2008,1021,504,13,UCLA,1,4,32,51
2008,1021,503,14,Texas A&M,9,32,32,49
2008,1022,502,4,Western Kentucky,12,16,32,72
2008,1022,501,21,San Diego,13,32,32,63
2008,1023,500,24,Purdue,6,32,32,78
2008,1023,499,1,Xavier,3,8,32,85
2008,1024,498,5,West Virginia,7,16,32,73
2008,1024,497,49,Duke,2,32,32,67
2008,1025,240,31,North Carolina,1,4,16,68
2008,1025,239,6,Washington St.,4,16,16,47
2008,1026,238,39,Louisville,3,8,16,79
2008,1026,237,16,Tennessee,2,16,16,60
2008,1027,236,43,Kansas,1,1,16,72
2008,1027,235,7,Villanova,12,16,16,57
2008,1028,234,2,Wisconsin,3,16,16,56
2008,1028,233,51,Davidson,10,8,16,73
2008,1029,232,37,Memphis,1,2,16,92
2008,1029,231,35,Michigan St.,5,16,16,74
2008,1030,230,18,Stanford,3,16,16,62
2008,1030,229,15,Texas,2,8,16,82
2008,1031,228,13,UCLA,1,4,16,88
2008,1031,227,4,Western Kentucky,12,16,16,78
2008,1032,226,1,Xavier,3,8,16,79
2008,1032,225,5,West Virginia,7,16,16,75
2008,1033,104,31,North Carolina,1,4,8,83
2008,1033,103,39,Louisville,3,8,8,73
2008,1034,102,43,Kansas,1,1,8,59
2008,1034,101,51,Davidson,10,8,8,57
2008,1035,100,37,Memphis,1,2,8,85
2008,1035,99,15,Texas,2,8,8,67
2008,1036,98,13,UCLA,1,4,8,76
2008,1036,97,1,Xavier,3,8,8,57
2008,1037,36,31,North Carolina,1,4,4,66
2008,1037,35,43,Kansas,1,1,4,84
2008,1038,34,37,Memphis,1,2,4,78
2008,1038,33,13,UCLA,1,4,4,63
2008,1039,2,43,Kansas,1,1,2,75
2008,1039,1,37,Memphis,1,2,2,68
