Year,Team,InTournament,TeamNo,Seed,NET_RPI,ELO,Q1_W,Q2_W,Q1_PLUS_Q2_W,TR_RANK,TR_RATING,SOS_RANK,LUCK_RANK,CONSISTENCY_RANK,O_RATE,D_RATE,RELATIVE_RATING,TRUE_TEMPO,KenPomRank,AdjEM,AdjO,AdjD,AdjT,Luck,SOS,NCSOS
2016,Hawaii,True,584.0,13.0,80.0,33.0,0.0,7.0,7.0,89.0,6.1,165.0,31.0,191.0,3.785566593,6.843986829,10.62955342,71.24986563,,,,,,,,
2016,Iowa,True,580.0,7.0,29.0,53.0,5.0,3.0,8.0,20.0,15.2,14.0,228.0,290.0,10.03633925,9.450326297,19.48666554,70.57739274,,,,,,,,
2016,Michigan St.,True,572.0,2.0,12.0,4.0,8.0,5.0,13.0,2.0,20.9,11.0,163.0,148.0,14.52074032,10.86761287,25.38835318,68.4501486,,,,,,,,
2016,Notre Dame,True,568.0,6.0,31.0,48.0,5.0,3.0,8.0,34.0,12.2,19.0,83.0,196.0,13.27594882,1.504712631,14.78066145,66.03079461,,,,,,,,
2016,Duke,True,591.0,4.0,20.0,32.0,6.0,5.0,11.0,11.0,17.6,9.0,297.0,29.0,16.26877888,5.135540993,21.40431987,69.09420442,,,,,,,,
2016,Cal St. Bakersfield,True,598.0,15.0,117.0,76.0,0.0,1.0,1.0,140.0,1.2,262.0,78.0,85.0,-2.418078603,5.584981657,3.166903054,68.83006574,,,,,,,,
2016,Indiana,True,582.0,5.0,24.0,16.0,6.0,4.0,10.0,12.0,17.3,28.0,230.0,273.0,16.74827431,5.825271022,22.57354534,69.62222173,,,,,,,,
2016,Oregon St.,True,565.0,7.0,33.0,66.0,4.0,7.0,11.0,70.0,7.8,48.0,42.0,58.0,3.957826978,5.740193999,9.698020978,68.94574968,,,,,,,,
2016,Seton Hall,True,560.0,6.0,19.0,9.0,6.0,4.0,10.0,37.0,11.6,38.0,19.0,110.0,5.741718865,10.83205749,16.57377635,70.93377318,,,,,,,,
2016,Vanderbilt,False,545.0,11.0,63.0,69.0,2.0,5.0,7.0,18.0,15.4,20.0,350.0,276.0,9.992244887,8.21902845,18.21127334,68.74589165,,,,,,,,
2016,Baylor,True,601.0,5.0,25.0,40.0,5.0,5.0,10.0,26.0,14.0,12.0,119.0,278.0,13.19584171,4.65395523,17.84979694,67.17090912,,,,,,,,
2016,Florida Gulf Coast,True,589.0,16.0,215.0,167.0,0.0,0.0,0.0,191.0,-1.9,290.0,249.0,326.0,-2.127221497,0.32237177,-1.804849727,68.62829614,,,,,,,,
2016,Fairleigh Dickinson,False,590.0,16.0,204.0,206.0,0.0,0.0,0.0,269.0,-7.0,303.0,34.0,223.0,-1.249282448,-7.377892422,-8.62717487,73.2571659,,,,,,,,
2016,Middle Tennessee,True,571.0,15.0,78.0,78.0,0.0,1.0,1.0,134.0,1.7,167.0,10.0,60.0,-0.099691224,4.485443759,4.385752535,68.60246158,,,,,,,,
2016,Pittsburgh,True,564.0,10.0,53.0,57.0,2.0,7.0,9.0,31.0,12.8,24.0,187.0,286.0,10.50051064,4.638016228,15.13852686,66.72162177,,,,,,,,
2016,Syracuse,True,555.0,10.0,72.0,80.0,5.0,3.0,8.0,39.0,11.1,30.0,212.0,91.0,4.980071304,9.440387431,14.42045874,66.84373888,,,,,,,,
2016,Xavier,True,537.0,2.0,7.0,7.0,6.0,6.0,12.0,17.0,15.5,31.0,33.0,313.0,12.32768667,8.704062698,21.03174937,72.48480041,,,,,,,,
2016,Miami FL,True,574.0,3.0,9.0,11.0,7.0,9.0,16.0,14.0,16.2,10.0,59.0,263.0,12.78647753,8.125201993,20.91167952,67.47477501,,,,,,,,
2016,Weber St.,True,541.0,15.0,108.0,82.0,1.0,0.0,1.0,128.0,2.1,258.0,89.0,17.0,-1.010873797,3.689704053,2.678830256,68.49611484,,,,,,,,
2016,Little Rock,True,576.0,12.0,42.0,22.0,1.0,3.0,4.0,83.0,6.3,137.0,2.0,92.0,4.257367571,6.417196608,10.67456418,64.41163104,,,,,,,,
2016,Wisconsin,True,538.0,7.0,43.0,46.0,5.0,5.0,10.0,38.0,11.5,23.0,137.0,131.0,6.905027073,8.316157373,15.22118445,64.95687234,,,,,,,,
2016,Stephen F. Austin,True,557.0,14.0,61.0,29.0,0.0,3.0,3.0,52.0,9.4,200.0,225.0,330.0,7.396072601,5.471554837,12.86762744,68.42197378,,,,,,,,
2016,Texas Tech,True,551.0,8.0,36.0,62.0,6.0,2.0,8.0,54.0,9.1,27.0,36.0,13.0,6.480104251,4.368090141,10.84819439,67.89513853,,,,,,,,
2016,Villanova,True,543.0,2.0,4.0,2.0,7.0,8.0,15.0,6.0,19.0,15.0,91.0,106.0,12.77531349,11.16078429,23.93609778,67.3604581,,,,,,,,
2016,Green Bay,True,586.0,14.0,112.0,91.0,2.0,0.0,2.0,125.0,2.3,136.0,55.0,144.0,2.602752539,0.879321839,3.482074378,76.93855056,,,,,,,,
2016,North Carolina,True,570.0,1.0,5.0,3.0,5.0,10.0,15.0,3.0,20.4,5.0,144.0,32.0,17.25310935,11.25270046,28.50580981,71.38748087,,,,,,,,
2016,Oregon,True,566.0,1.0,2.0,5.0,10.0,10.0,20.0,24.0,14.1,35.0,20.0,236.0,15.0443685,8.662915989,23.70728449,69.5208174,,,,,,,,
2016,Arizona,True,603.0,6.0,26.0,20.0,4.0,9.0,13.0,13.0,16.4,39.0,283.0,170.0,12.16499222,8.984908679,21.1499009,69.97584993,,,,,,,,
2016,Kansas,True,578.0,1.0,1.0,1.0,15.0,5.0,20.0,1.0,21.2,1.0,44.0,197.0,14.87346755,12.48889532,27.36236287,70.17628746,,,,,,,,
2016,Holy Cross,True,583.0,16.0,248.0,240.0,0.0,0.0,0.0,268.0,-7.0,247.0,82.0,316.0,-5.713282717,-2.375030272,-8.08831299,65.40768941,,,,,,,,
2016,Northern Iowa,True,569.0,11.0,70.0,51.0,4.0,4.0,8.0,80.0,6.7,88.0,117.0,340.0,4.600609333,6.012678352,10.61328769,64.26682287,,,,,,,,
2016,Providence,True,563.0,9.0,40.0,39.0,2.0,6.0,8.0,51.0,9.5,43.0,12.0,117.0,3.415530948,7.724917455,11.1404484,70.06266384,,,,,,,,
2016,Purdue,True,562.0,5.0,15.0,14.0,4.0,6.0,10.0,8.0,18.1,13.0,236.0,136.0,9.93721906,11.33468128,21.27190034,69.30143361,,,,,,,,
2016,Utah,True,546.0,3.0,8.0,12.0,9.0,9.0,18.0,29.0,13.3,26.0,30.0,304.0,10.89761201,6.339939087,17.23755109,67.08382363,,,,,,,,
2016,California,True,597.0,4.0,16.0,24.0,7.0,7.0,14.0,30.0,13.3,36.0,201.0,33.0,8.177279555,10.13116829,18.30844784,69.20107493,,,,,,,,
2016,West Virginia,True,540.0,3.0,10.0,8.0,9.0,4.0,13.0,5.0,19.1,3.0,190.0,183.0,9.435645691,11.94022052,21.37586621,71.2521294,,,,,,,,
2016,Yale,True,536.0,12.0,44.0,34.0,1.0,0.0,1.0,53.0,9.4,98.0,113.0,232.0,3.992939493,6.927425077,10.92036457,67.458626,,,,,,,,
2016,Southern,False,558.0,16.0,186.0,183.0,0.0,0.0,0.0,247.0,-5.5,327.0,51.0,238.0,-5.602980893,0.331575328,-5.271405565,70.77669299,,,,,,,,
2016,Chattanooga,True,596.0,12.0,50.0,42.0,1.0,4.0,5.0,108.0,4.2,190.0,4.0,161.0,1.569486879,3.35085683,4.920343709,67.99880677,,,,,,,,
2016,South Dakota St.,True,559.0,12.0,28.0,36.0,0.0,3.0,3.0,94.0,5.6,150.0,60.0,47.0,5.783775294,2.729728269,8.513503563,69.5293313,,,,,,,,
2016,Texas,True,553.0,6.0,27.0,38.0,7.0,6.0,13.0,33.0,12.5,8.0,73.0,299.0,7.289693155,7.555355024,14.84504818,66.63741334,,,,,,,,
2016,Connecticut,True,593.0,9.0,32.0,31.0,3.0,5.0,8.0,25.0,14.1,44.0,257.0,180.0,7.630759078,9.787558113,17.41831719,67.04157759,,,,,,,,
2016,North Carolina Wilmington,True,548.0,13.0,46.0,28.0,0.0,4.0,4.0,107.0,4.4,132.0,11.0,56.0,3.680015564,2.592784723,6.272800287,71.44564818,,,,,,,,
2016,Virginia,True,542.0,1.0,3.0,6.0,9.0,7.0,16.0,4.0,19.4,2.0,118.0,55.0,14.70430973,13.35454254,28.05885228,62.48574506,,,,,,,,
2016,Wichita St.,True,539.0,11.0,47.0,25.0,1.0,3.0,4.0,21.0,14.8,81.0,339.0,281.0,8.039296928,14.40364347,22.44294039,68.06607722,,,,,,,,
2016,Buffalo,True,600.0,14.0,91.0,108.0,1.0,1.0,2.0,126.0,2.3,121.0,98.0,188.0,1.755173583,1.110793842,2.865967424,72.95241369,,,,,,,,
2016,Colorado,True,594.0,8.0,35.0,54.0,4.0,5.0,9.0,57.0,8.8,59.0,49.0,54.0,2.339491182,9.13157677,11.47106795,71.2864076,,,,,,,,
2016,Temple,True,554.0,10.0,59.0,56.0,5.0,2.0,7.0,90.0,5.9,65.0,6.0,104.0,1.504004407,5.334530956,6.838535363,66.84120106,,,,,,,,
2017,Kentucky,True,651.0,2.0,4.0,6.0,8.0,10.0,18.0,4.0,20.7,14.0,142.0,150.0,13.40689204,11.74132022,25.14821226,74.20036144,,,,,,,,
2017,VCU,True,614.0,10.0,22.0,33.0,3.0,6.0,9.0,46.0,11.0,78.0,116.0,37.0,6.012802356,9.093121938,15.10592429,70.45871628,,,,,,,,
2017,Kansas St.,True,653.0,11.0,57.0,58.0,4.0,2.0,6.0,33.0,12.2,23.0,157.0,69.0,5.890484811,8.075571436,13.96605625,67.39279215,,,,,,,,
2017,Minnesota,True,643.0,5.0,20.0,35.0,7.0,5.0,12.0,37.0,11.8,42.0,23.0,62.0,4.597078329,9.83214595,14.42922428,71.45143018,,,,,,,,
2017,Oklahoma St.,True,632.0,10.0,40.0,44.0,3.0,3.0,6.0,27.0,14.6,7.0,160.0,345.0,15.98102126,2.086694078,18.06771533,73.27575508,,,,,,,,
2017,Louisville,True,650.0,2.0,7.0,16.0,7.0,6.0,13.0,8.0,19.7,2.0,205.0,79.0,10.96301964,13.75136117,24.71438082,70.28753319,,,,,,,,
2017,Troy,True,620.0,15.0,147.0,94.0,1.0,0.0,1.0,147.0,1.0,187.0,169.0,209.0,3.856886758,-2.882654364,0.974232394,69.71284933,,,,,,,,
2017,Maryland,True,648.0,6.0,34.0,41.0,4.0,10.0,14.0,44.0,11.0,52.0,10.0,197.0,8.056432738,5.792192045,13.84862478,69.12007245,,,,,,,,
2017,Michigan,True,646.0,7.0,25.0,20.0,7.0,6.0,13.0,23.0,15.6,21.0,230.0,350.0,17.58619978,5.36692079,22.95312057,64.28872971,,,,,,,,
2017,Creighton,True,665.0,6.0,26.0,36.0,6.0,4.0,10.0,26.0,15.0,31.0,120.0,256.0,10.04343215,7.892412293,17.93584445,72.95787793,,,,,,,,
2017,Gonzaga,True,658.0,1.0,8.0,2.0,6.0,6.0,12.0,1.0,22.8,47.0,80.0,179.0,14.02879061,14.71986406,28.74865467,71.49315783,,,,,,,,
2017,Iona,True,657.0,14.0,88.0,88.0,1.0,0.0,1.0,110.0,3.2,147.0,164.0,274.0,5.494210397,-2.149252345,3.344958053,71.86902117,,,,,,,,
2017,Cincinnati,True,666.0,6.0,12.0,12.0,3.0,3.0,6.0,21.0,16.2,57.0,95.0,66.0,9.336755239,9.740818345,19.07757358,65.70354214,,,,,,,,
2017,Mount St. Mary's,True,642.0,16.0,150.0,164.0,0.0,0.0,0.0,221.0,-3.8,257.0,61.0,32.0,-5.222124474,0.882390752,-4.339733722,68.70695352,,,,,,,,
2017,Rhode Island,True,627.0,11.0,31.0,28.0,3.0,6.0,9.0,39.0,11.7,73.0,204.0,254.0,5.852480105,9.207619626,15.06009973,68.37825715,,,,,,,,
2017,Southern California,True,616.0,11.0,41.0,51.0,2.0,4.0,6.0,55.0,9.3,64.0,18.0,22.0,7.983502627,3.30752973,11.29103236,70.4316143,,,,,,,,
2017,Iowa St.,True,656.0,5.0,21.0,15.0,7.0,4.0,11.0,17.0,16.6,6.0,106.0,169.0,14.54313774,6.101791928,20.64492967,69.72626801,,,,,,,,
2017,Butler,True,667.0,4.0,15.0,29.0,9.0,7.0,16.0,24.0,15.5,15.0,72.0,94.0,12.7977492,5.312534318,18.11028352,66.9779621,,,,,,,,
2017,Dayton,True,664.0,7.0,30.0,37.0,4.0,8.0,12.0,40.0,11.5,79.0,137.0,13.0,6.759178806,8.172231557,14.93141036,70.44113352,,,,,,,,
2017,Notre Dame,True,633.0,5.0,23.0,23.0,7.0,6.0,13.0,25.0,15.1,11.0,24.0,15.0,15.01651205,5.458527864,20.47503991,68.17854686,,,,,,,,
2017,East Tennessee St.,True,662.0,13.0,55.0,43.0,0.0,2.0,2.0,81.0,5.9,152.0,39.0,130.0,1.919430687,4.941796002,6.861226689,72.21708277,,,,,,,,
2017,Michigan St.,True,645.0,9.0,50.0,62.0,5.0,4.0,9.0,36.0,11.9,27.0,224.0,246.0,7.316722266,7.564591263,14.88131353,68.27460153,,,,,,,,
2017,Duke,True,663.0,2.0,6.0,7.0,13.0,3.0,16.0,6.0,20.1,1.0,124.0,233.0,17.45454709,8.097877591,25.55242469,69.95913442,,,,,,,,
2017,Florida St.,True,659.0,3.0,14.0,26.0,11.0,5.0,16.0,19.0,16.6,13.0,96.0,298.0,11.61260261,9.821142799,21.43374541,73.27725496,,,,,,,,
2017,St. Mary's,True,626.0,7.0,17.0,13.0,2.0,6.0,8.0,22.0,15.8,69.0,102.0,306.0,12.85929631,8.464220131,21.32351644,62.45517924,,,,,,,,
2017,Seton Hall,True,625.0,9.0,44.0,39.0,4.0,5.0,9.0,49.0,10.6,34.0,20.0,27.0,4.936233418,7.775545554,12.71177897,69.43302801,,,,,,,,
2017,Vanderbilt,True,615.0,9.0,38.0,45.0,6.0,5.0,11.0,41.0,11.4,30.0,248.0,343.0,8.602270844,8.812334677,17.41460552,67.6758106,,,,,,,,
2017,Vermont,True,613.0,13.0,46.0,27.0,0.0,0.0,0.0,73.0,7.5,155.0,30.0,57.0,5.679873354,4.29563336,9.975506713,66.63764172,,,,,,,,
2017,Baylor,True,669.0,3.0,11.0,24.0,9.0,5.0,14.0,15.0,17.0,8.0,25.0,18.0,11.61674574,9.359174582,20.97592032,65.72462254,,,,,,,,
2017,Florida Gulf Coast,True,660.0,14.0,85.0,66.0,1.0,0.0,1.0,102.0,4.3,198.0,44.0,60.0,3.535894612,1.293273937,4.829168549,68.07005102,,,,,,,,
2017,Marquette,True,649.0,10.0,61.0,53.0,7.0,2.0,9.0,28.0,13.3,32.0,271.0,231.0,13.5580458,2.200323688,15.75836949,71.27778786,,,,,,,,
2017,Middle Tennessee,True,644.0,12.0,35.0,19.0,2.0,2.0,4.0,59.0,8.8,120.0,13.0,216.0,7.057172302,7.961724336,15.01889664,66.25397666,,,,,,,,
2017,UC Davis,True,619.0,16.0,166.0,134.0,0.0,0.0,0.0,214.0,-3.2,252.0,2.0,64.0,-4.964749689,4.240668591,-0.724081098,70.70234891,,,,,,,,
2017,Xavier,True,604.0,11.0,37.0,55.0,4.0,4.0,8.0,32.0,12.8,24.0,178.0,75.0,9.363929054,4.716700111,14.08062916,69.12645099,,,,,,,,
2017,Miami FL,True,647.0,8.0,42.0,40.0,4.0,4.0,8.0,31.0,12.9,16.0,68.0,301.0,7.183947334,9.706092182,16.89003952,65.25441018,,,,,,,,
2017,Jacksonville St.,True,655.0,15.0,151.0,125.0,0.0,1.0,1.0,198.0,-2.0,213.0,27.0,268.0,-0.944698816,-0.692892592,-1.637591409,65.91186744,,,,,,,,
2017,Wisconsin,True,605.0,8.0,36.0,32.0,4.0,9.0,13.0,16.0,16.8,18.0,194.0,205.0,8.497834826,11.92088722,20.41872205,64.73558463,,,,,,,,
2017,SMU,True,624.0,6.0,13.0,4.0,2.0,8.0,10.0,18.0,16.6,63.0,66.0,300.0,16.21674505,8.861029357,25.07777441,65.22293748,,,,,,,,
2017,Villanova,True,612.0,1.0,1.0,1.0,12.0,5.0,17.0,2.0,22.1,12.0,57.0,187.0,17.54549574,10.30084395,27.84633969,66.4384122,,,,,,,,
2017,Florida,True,661.0,4.0,10.0,17.0,6.0,9.0,15.0,10.0,19.1,10.0,252.0,203.0,10.64897111,13.52172758,24.1706987,70.54479891,,,,,,,,
2017,Northern Kentucky,True,635.0,15.0,87.0,79.0,0.0,1.0,1.0,174.0,-0.3,223.0,5.0,8.0,2.302256107,-2.045013667,0.25724244,69.16883502,,,,,,,,
2017,UCLA,True,618.0,3.0,16.0,9.0,6.0,6.0,12.0,12.0,18.2,38.0,55.0,186.0,16.76333947,5.601427773,22.36476724,74.20068383,,,,,,,,
2017,North Carolina,True,638.0,1.0,5.0,11.0,11.0,6.0,17.0,3.0,21.8,4.0,239.0,342.0,16.80240019,10.42646924,27.22886943,72.80838901,,,,,,,,
2017,Oregon,True,631.0,3.0,9.0,8.0,4.0,13.0,17.0,11.0,18.2,40.0,121.0,219.0,13.43318231,10.18657763,23.61975994,69.07513845,,,,,,,,
2017,Northwestern,True,634.0,8.0,51.0,46.0,5.0,3.0,8.0,47.0,10.9,44.0,51.0,283.0,5.33769291,8.368390409,13.70608332,68.56281616,,,,,,,,
2017,Kent St.,True,652.0,14.0,142.0,87.0,0.0,2.0,2.0,141.0,1.4,156.0,60.0,237.0,0.169818684,1.832022272,2.001840956,70.2830473,,,,,,,,
2017,New Mexico St.,True,640.0,14.0,59.0,49.0,0.0,3.0,3.0,101.0,4.4,240.0,31.0,80.0,4.532335351,0.830233279,5.36256863,69.26518804,,,,,,,,
2017,Arizona,True,671.0,2.0,2.0,5.0,6.0,10.0,16.0,20.0,16.3,36.0,4.0,47.0,13.61183214,9.083527122,22.69535926,67.36388222,,,,,,,,
2017,Kansas,True,654.0,1.0,3.0,3.0,8.0,8.0,16.0,7.0,20.1,5.0,11.0,2.0,15.20410135,8.461514159,23.66561551,71.35390719,,,,,,,,
2017,Providence,False,629.0,11.0,56.0,47.0,6.0,2.0,8.0,57.0,9.2,43.0,38.0,183.0,3.229043904,8.597645845,11.82668975,68.12183075,,,,,,,,
2017,North Dakota,True,636.0,15.0,144.0,101.0,0.0,1.0,1.0,163.0,0.2,262.0,76.0,229.0,-0.610540059,1.624232279,1.013692221,72.70368985,,,,,,,,
2017,Purdue,True,628.0,4.0,19.0,14.0,5.0,7.0,12.0,13.0,18.1,22.0,199.0,102.0,12.152235,11.26498594,23.41722094,70.55686326,,,,,,,,
2017,West Virginia,True,608.0,4.0,24.0,18.0,6.0,7.0,13.0,5.0,20.4,9.0,277.0,308.0,10.12775678,13.96056982,24.0883266,72.5633701,,,,,,,,
2017,North Carolina Central,False,637.0,16.0,202.0,122.0,0.0,1.0,1.0,181.0,-0.8,323.0,159.0,196.0,-0.523461333,3.747667678,3.224206345,68.97128535,,,,,,,,
2017,Bucknell,True,668.0,13.0,63.0,56.0,1.0,2.0,3.0,89.0,5.1,172.0,90.0,33.0,3.80440518,3.690559116,7.494964296,71.19230072,,,,,,,,
2017,Nevada,True,641.0,12.0,29.0,21.0,0.0,10.0,10.0,53.0,9.8,95.0,46.0,134.0,7.177984776,4.24145106,11.41943584,71.7611905,,,,,,,,
2017,South Dakota St.,True,622.0,16.0,155.0,129.0,0.0,0.0,0.0,177.0,-0.5,161.0,155.0,234.0,6.178836146,-5.695510297,0.483325849,68.98996497,,,,,,,,
2017,New Orleans,False,639.0,16.0,154.0,141.0,0.0,0.0,0.0,219.0,-3.8,295.0,36.0,152.0,-4.03885983,0.793761557,-3.245098273,68.12119696,,,,,,,,
2017,Arkansas,True,670.0,8.0,28.0,30.0,4.0,8.0,12.0,45.0,11.0,48.0,15.0,127.0,10.49478103,2.882218019,13.37699905,70.92889427,,,,,,,,
2017,Texas Southern,True,621.0,16.0,105.0,120.0,0.0,0.0,0.0,201.0,-2.5,278.0,16.0,178.0,0.850056869,-4.010838045,-3.160781176,69.660473,,,,,,,,
2017,North Carolina Wilmington,True,617.0,12.0,27.0,25.0,0.0,6.0,6.0,66.0,8.6,110.0,14.0,39.0,10.91866803,-1.001398148,9.917269884,71.60040995,,,,,,,,
2017,Wake Forest,False,609.0,11.0,39.0,48.0,3.0,5.0,8.0,35.0,11.9,25.0,167.0,11.0,13.34725848,1.377825914,14.72508439,72.25777184,,,,,,,,
2017,Winthrop,True,606.0,13.0,70.0,60.0,0.0,3.0,3.0,114.0,2.8,251.0,29.0,21.0,2.876949765,0.927139765,3.804089531,71.84838684,,,,,,,,
2017,Virginia,True,611.0,5.0,18.0,31.0,6.0,8.0,14.0,9.0,19.3,3.0,310.0,292.0,8.022233756,16.44292614,24.4651599,61.84259198,,,,,,,,
2017,Wichita St.,True,607.0,10.0,32.0,10.0,2.0,1.0,3.0,14.0,18.0,82.0,247.0,227.0,9.651768099,12.20223804,21.85400614,70.8707094,,,,,,,,
2017,Virginia Tech,True,610.0,9.0,48.0,42.0,5.0,6.0,11.0,42.0,11.2,35.0,17.0,123.0,11.12524383,1.158365611,12.28360944,69.96262188,,,,,,,,
2017,Princeton,True,630.0,12.0,47.0,34.0,0.0,1.0,1.0,58.0,9.1,108.0,128.0,86.0,5.776607695,6.389185669,12.16579336,65.42577096,,,,,,,,
2017,South Carolina,True,623.0,7.0,43.0,52.0,4.0,7.0,11.0,38.0,11.7,49.0,132.0,211.0,0.658298785,12.7639578,13.42225658,70.19117694,,,,,,,,
2018,NJIT,False,,,,,,,,,,,,,,,,,254.0,-8.03894,98.8573,106.896,66.9084,0.0,0.0,0.0
2018,St. Joseph's,False,,,,,,,,,,,,,,,,,117.0,5.01631,105.763,100.747,70.4744,0.0,0.0,0.0
2018,Hampton,False,,,,,,,,,,,,,,,,,246.0,-7.5593,101.717,109.277,71.6117,0.0,0.0,0.0
2018,Hofstra,False,,,,,,,,,,,,,,,,,162.0,0.813677,111.27,110.456,68.8438,0.0,0.0,0.0
2018,Minnesota,False,,,,,,,,,,,,,,,,,118.0,4.99677,108.973,103.976,69.7864,0.0,0.0,0.0
2018,Cornell,False,,,,,,,,,,,,,,,,,267.0,-8.97831,104.811,113.789,69.1552,0.0,0.0,0.0
2018,Niagara,False,,,,,,,,,,,,,,,,,199.0,-3.52611,110.586,114.112,73.3076,0.0,0.0,0.0
2018,Penn,True,698.0,16.0,121.0,74.0,0.0,0.0,0.0,113.0,4.0,157.0,52.0,161.0,0.840046155,4.029220447,4.869266602,70.14250526,127.0,3.69539,103.553,99.8577,68.8538,0.0,0.0,0.0
2018,Fairleigh Dickinson,False,,,,,,,,,,,,,,,,,274.0,-9.85364,102.606,112.46,70.4182,0.0,0.0,0.0
2018,Illinois Chicago,False,,,,,,,,,,,,,,,,,202.0,-3.6584,100.88,104.539,71.9772,0.0,0.0,0.0
2018,Jackson St.,False,,,,,,,,,,,,,,,,,337.0,-19.8194,89.6435,109.463,64.0611,0.0,0.0,0.0
2018,Wisconsin,False,,,,,,,,,,,,,,,,,74.0,10.6155,110.048,99.4326,62.6778,0.0,0.0,0.0
2018,Sacred Heart,False,,,,,,,,,,,,,,,,,303.0,-12.317,96.4538,108.771,68.3181,0.0,0.0,0.0
2018,San Diego,False,,,,,,,,,,,,,,,,,124.0,3.96095,104.017,100.056,66.8296,0.0,0.0,0.0
2018,Kent St.,False,,,,,,,,,,,,,,,,,213.0,-4.62772,102.398,107.026,68.6241,0.0,0.0,0.0
2018,Air Force,False,,,,,,,,,,,,,,,,,232.0,-6.12387,100.858,106.982,65.9345,0.0,0.0,0.0
2018,North Carolina Central,False,702.0,16.0,279.0,255.0,0.0,0.0,0.0,296.0,-8.2,347.0,214.0,181.0,-7.533209808,-1.535599732,-9.06880954,68.13639421,309.0,-12.7366,98.1525,110.889,64.9456,0.0,0.0,0.0
2018,Fort Wayne,False,,,,,,,,,,,,,,,,,156.0,1.16871,107.616,106.447,72.5983,0.0,0.0,0.0
2018,UMBC,True,680.0,16.0,112.0,94.0,1.0,0.0,1.0,182.0,-1.4,253.0,3.0,247.0,-1.690811615,-0.173268973,-1.864080589,70.13440214,184.0,-1.9086,103.389,105.297,68.1857,0.0,0.0,0.0
2018,Nicholls St.,False,,,,,,,,,,,,,,,,,183.0,-1.60384,103.593,105.197,73.4761,0.0,0.0,0.0
2018,Idaho St.,False,,,,,,,,,,,,,,,,,221.0,-5.46799,103.631,109.099,68.1327,0.0,0.0,0.0
2018,Tulane,False,,,,,,,,,,,,,,,,,167.0,0.176511,107.196,107.02,68.9416,0.0,0.0,0.0
2018,Nebraska Omaha,False,,,,,,,,,,,,,,,,,277.0,-10.2575,104.607,114.865,69.7995,0.0,0.0,0.0
2018,Southern California,False,,,,,,,,,,,,,,,,,40.0,15.2876,115.387,100.1,67.4871,0.0,0.0,0.0
2018,Grambling St.,False,,,,,,,,,,,,,,,,,296.0,-11.8877,94.4781,106.366,72.2164,0.0,0.0,0.0
2018,Presbyterian,False,,,,,,,,,,,,,,,,,334.0,-17.7905,98.1256,115.916,63.3312,0.0,0.0,0.0
2018,Southern Illinois,False,,,,,,,,,,,,,,,,,137.0,2.66309,106.375,103.712,66.555,0.0,0.0,0.0
2018,Xavier,True,672.0,1.0,3.0,4.0,5.0,10.0,15.0,11.0,16.8,19.0,14.0,237.0,14.50101694,4.34614102,18.84715796,71.57372588,14.0,21.6909,120.74,99.0492,70.4307,0.0,0.0,0.0
2018,Furman,False,,,,,,,,,,,,,,,,,93.0,7.42108,109.301,101.88,68.586,0.0,0.0,0.0
2018,College of Charleston,True,728.0,13.0,56.0,53.0,1.0,4.0,5.0,112.0,4.1,162.0,20.0,5.0,6.578623932,0.625929033,7.204552965,66.99974105,120.0,4.73418,109.887,105.153,64.6463,0.0,0.0,0.0
2018,Kansas,True,718.0,1.0,5.0,7.0,12.0,9.0,21.0,7.0,19.1,3.0,115.0,343.0,14.79515601,6.709971375,21.50512738,70.33498326,9.0,23.2388,120.933,97.6938,68.4279,0.0,0.0,0.0
2018,Louisiana Tech,False,,,,,,,,,,,,,,,,,155.0,1.20717,106.931,105.723,67.3459,0.0,0.0,0.0
2018,Manhattan,False,,,,,,,,,,,,,,,,,216.0,-4.83938,99.6527,104.492,65.7365,0.0,0.0,0.0
2018,Wright St.,True,673.0,14.0,99.0,90.0,1.0,1.0,2.0,135.0,1.7,201.0,26.0,86.0,-2.228111991,5.388175976,3.160063984,69.89064048,135.0,2.81674,101.068,98.251,68.2124,0.0,0.0,0.0
2018,Northeastern,False,,,,,,,,,,,,,,,,,97.0,7.17547,107.928,100.752,66.9742,0.0,0.0,0.0
2018,Georgia Southern,False,,,,,,,,,,,,,,,,,150.0,1.76452,106.317,104.553,68.8109,0.0,0.0,0.0
2018,Long Beach St.,False,,,,,,,,,,,,,,,,,186.0,-2.2102,106.516,108.726,71.7448,0.0,0.0,0.0
2018,SIU Edwardsville,False,,,,,,,,,,,,,,,,,318.0,-13.6681,99.7913,113.459,69.1599,0.0,0.0,0.0
2018,La Salle,False,,,,,,,,,,,,,,,,,158.0,1.05517,105.153,104.098,68.8817,0.0,0.0,0.0
2018,Denver,False,,,,,,,,,,,,,,,,,206.0,-3.81948,103.105,106.924,66.4442,0.0,0.0,0.0
2018,Boston,False,,,,,,,,,,,,,,,,,73.0,10.716,113.834,103.118,70.1484,0.0,0.0,0.0
2018,Cal St. Fullerton,True,731.0,15.0,131.0,121.0,0.0,2.0,2.0,184.0,-1.4,194.0,9.0,83.0,-1.537988451,-0.270381868,-1.808370319,71.60649691,153.0,1.3154,104.984,103.669,69.5384,0.0,0.0,0.0
